               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 312,            0.018649,           0.0039567,           0.0030134,             0.99484,                   1,               0.995,             0.83461,            0.013973,           0.0021561,           0.0025687,           0.0038422,           0.0038422,           0.0038422
                 313,            0.015936,           0.0039181,            0.002665,             0.99534,                   1,               0.995,             0.83222,            0.013978,           0.0021645,            0.002585,           0.0038224,           0.0038224,           0.0038224
                 314,            0.017822,           0.0041281,           0.0028229,             0.99506,                   1,               0.995,             0.84744,            0.013581,            0.002137,           0.0025923,           0.0038026,           0.0038026,           0.0038026
                 315,            0.015811,           0.0036131,            0.002602,             0.99494,                   1,               0.995,             0.88416,            0.014574,           0.0021665,           0.0025715,           0.0037828,           0.0037828,           0.0037828
                 316,            0.019237,           0.0039267,           0.0026773,             0.99409,                   1,               0.995,             0.91111,            0.012235,           0.0021297,           0.0025817,            0.003763,            0.003763,            0.003763
                 317,            0.017459,           0.0044286,           0.0027106,             0.99395,                   1,               0.995,             0.82691,             0.01399,           0.0021875,            0.002589,           0.0037432,           0.0037432,           0.0037432
                 318,            0.019489,           0.0041122,           0.0028658,             0.99387,                   1,               0.995,             0.87846,            0.013051,           0.0021366,           0.0025862,           0.0037234,           0.0037234,           0.0037234
                 319,            0.014905,           0.0035509,           0.0032395,             0.99375,                   1,               0.995,             0.86318,            0.013943,           0.0021443,           0.0025782,           0.0037036,           0.0037036,           0.0037036
                 320,            0.017906,           0.0043215,           0.0030077,             0.99385,                   1,               0.995,             0.90587,            0.011425,           0.0020708,           0.0025783,           0.0036838,           0.0036838,           0.0036838
                 321,            0.014584,           0.0037459,           0.0027107,             0.99392,                   1,               0.995,             0.80431,            0.015407,           0.0021478,           0.0025472,            0.003664,            0.003664,            0.003664
                 322,            0.017876,           0.0039869,           0.0025008,             0.99447,                   1,               0.995,              0.8594,            0.012835,           0.0020774,           0.0025304,           0.0036442,           0.0036442,           0.0036442
                 323,            0.016234,           0.0042804,           0.0025605,             0.99465,                   1,               0.995,             0.91529,            0.013729,           0.0020769,           0.0025192,           0.0036244,           0.0036244,           0.0036244
                 324,            0.017818,           0.0044926,           0.0025756,             0.99499,                   1,               0.995,             0.84519,            0.013252,           0.0021142,           0.0025034,           0.0036046,           0.0036046,           0.0036046
                 325,            0.017005,           0.0041996,            0.002683,             0.99503,                   1,               0.995,             0.84805,            0.012916,           0.0020958,           0.0024997,           0.0035848,           0.0035848,           0.0035848
                 326,            0.017162,            0.004583,           0.0025779,             0.99523,                   1,               0.995,             0.88795,            0.013558,           0.0020665,           0.0024808,            0.003565,            0.003565,            0.003565
                 327,            0.018572,           0.0035722,           0.0024908,             0.99538,                   1,               0.995,             0.87249,            0.012274,           0.0020478,           0.0024702,           0.0035452,           0.0035452,           0.0035452
                 328,            0.017438,           0.0044444,           0.0026096,              0.9955,                   1,               0.995,             0.88063,            0.014084,           0.0020719,           0.0024425,           0.0035254,           0.0035254,           0.0035254
                 329,            0.017597,           0.0041229,           0.0025919,             0.99543,                   1,               0.995,             0.86459,            0.011744,           0.0020196,           0.0024386,           0.0035056,           0.0035056,           0.0035056
                 330,            0.016506,           0.0046594,           0.0025241,             0.99536,                   1,               0.995,             0.86297,            0.012546,           0.0020494,           0.0024198,           0.0034858,           0.0034858,           0.0034858
                 331,            0.017172,           0.0040324,           0.0025213,             0.99535,                   1,               0.995,             0.89137,            0.012484,           0.0020419,           0.0024148,            0.003466,            0.003466,            0.003466
                 332,            0.017306,           0.0041302,           0.0027042,             0.99546,                   1,               0.995,             0.88192,            0.013377,           0.0019954,           0.0024033,           0.0034462,           0.0034462,           0.0034462
                 333,            0.016358,            0.004729,           0.0024392,             0.99551,                   1,               0.995,             0.87811,            0.014098,           0.0020038,           0.0023762,           0.0034264,           0.0034264,           0.0034264
                 334,            0.017225,           0.0032989,           0.0023632,             0.99575,                   1,               0.995,              0.8628,            0.013647,           0.0020209,           0.0023667,           0.0034066,           0.0034066,           0.0034066
                 335,            0.015962,            0.004515,           0.0024801,             0.99551,                   1,               0.995,             0.87791,            0.013584,           0.0020206,           0.0023513,           0.0033868,           0.0033868,           0.0033868
                 336,            0.018456,           0.0044678,           0.0023908,             0.99556,                   1,               0.995,             0.87639,            0.012301,           0.0019818,           0.0023479,            0.003367,            0.003367,            0.003367
                 337,            0.014751,           0.0043147,            0.002397,             0.99559,                   1,               0.995,             0.84592,            0.013105,            0.002014,           0.0023398,           0.0033472,           0.0033472,           0.0033472
                 338,            0.018055,           0.0042393,           0.0025486,             0.99564,                   1,               0.995,             0.87054,              0.0136,           0.0019994,           0.0023232,           0.0033274,           0.0033274,           0.0033274
                 339,            0.015251,           0.0040701,           0.0024252,             0.99557,                   1,               0.995,             0.87719,            0.013394,           0.0020387,           0.0023163,           0.0033076,           0.0033076,           0.0033076
                 340,            0.018349,           0.0030969,           0.0023093,             0.99551,                   1,               0.995,              0.8835,            0.013196,            0.002004,           0.0023077,           0.0032878,           0.0032878,           0.0032878
                 341,            0.014915,           0.0040888,           0.0023732,             0.99544,                   1,               0.995,             0.87049,            0.012616,           0.0020483,           0.0022941,            0.003268,            0.003268,            0.003268
                 342,            0.016735,           0.0037082,           0.0023935,             0.99544,                   1,               0.995,              0.9023,            0.012045,           0.0020139,           0.0022985,           0.0032482,           0.0032482,           0.0032482
                 343,            0.015434,            0.003782,           0.0024021,             0.99538,                   1,               0.995,             0.82264,            0.013018,           0.0020379,           0.0022887,           0.0032284,           0.0032284,           0.0032284
                 344,            0.017708,           0.0042249,           0.0022776,             0.99552,                   1,               0.995,             0.84736,            0.013871,           0.0020864,           0.0023008,           0.0032086,           0.0032086,           0.0032086
                 345,            0.016594,           0.0037784,           0.0023054,             0.99541,                   1,               0.995,             0.85749,            0.012364,           0.0020326,           0.0023017,           0.0031888,           0.0031888,           0.0031888
                 346,            0.015878,           0.0046439,           0.0023947,             0.99548,                   1,               0.995,             0.88925,            0.012885,           0.0020557,           0.0022993,            0.003169,            0.003169,            0.003169
                 347,            0.015785,           0.0043126,           0.0024994,             0.99546,                   1,               0.995,             0.87265,            0.011191,           0.0019987,           0.0022869,           0.0031492,           0.0031492,           0.0031492
                 348,            0.016175,           0.0034689,           0.0023442,             0.99539,                   1,               0.995,             0.86621,            0.013137,           0.0020632,           0.0022883,           0.0031294,           0.0031294,           0.0031294
                 349,            0.015622,           0.0041586,           0.0023525,             0.99531,                   1,               0.995,             0.89201,             0.01305,           0.0020466,           0.0022818,           0.0031096,           0.0031096,           0.0031096
                 350,            0.015168,           0.0041183,           0.0022406,             0.99526,                   1,               0.995,             0.84301,            0.013002,            0.002052,            0.002259,           0.0030898,           0.0030898,           0.0030898
                 351,            0.015747,           0.0035929,           0.0023775,             0.99512,                   1,               0.995,             0.88985,            0.011591,           0.0019898,           0.0022496,             0.00307,             0.00307,             0.00307
                 352,             0.01609,           0.0035339,           0.0022924,             0.99503,                   1,               0.995,             0.91215,            0.010852,           0.0019921,           0.0022451,           0.0030502,           0.0030502,           0.0030502
                 353,            0.015346,           0.0035284,           0.0022683,              0.9949,                   1,               0.995,              0.8956,            0.012087,               0.002,           0.0022328,           0.0030304,           0.0030304,           0.0030304
                 354,            0.015689,           0.0037059,           0.0023651,             0.99485,                   1,               0.995,             0.88728,            0.012163,           0.0020168,           0.0022242,           0.0030106,           0.0030106,           0.0030106
                 355,            0.015807,           0.0045512,           0.0022779,             0.99478,                   1,               0.995,             0.89502,             0.01113,           0.0019851,           0.0022128,           0.0029908,           0.0029908,           0.0029908
                 356,            0.013588,           0.0039704,           0.0022693,             0.99478,                   1,               0.995,             0.87216,            0.012566,           0.0020663,           0.0022054,            0.002971,            0.002971,            0.002971
                 357,            0.015822,           0.0040283,           0.0022661,             0.99485,                   1,               0.995,             0.91461,            0.011017,           0.0020107,           0.0021963,           0.0029512,           0.0029512,           0.0029512
                 358,            0.013223,           0.0036202,           0.0022702,             0.99484,                   1,               0.995,             0.87599,            0.013543,           0.0021047,           0.0021848,           0.0029314,           0.0029314,           0.0029314
                 359,            0.017416,           0.0047507,           0.0025216,             0.99488,                   1,               0.995,               0.903,            0.010463,           0.0019543,            0.002171,           0.0029116,           0.0029116,           0.0029116
                 360,            0.014347,           0.0049491,           0.0028847,             0.99482,                   1,               0.995,             0.89798,            0.010912,            0.001957,           0.0021689,           0.0028918,           0.0028918,           0.0028918
                 361,            0.014325,           0.0040819,           0.0022941,             0.99493,                   1,               0.995,             0.90348,            0.011969,           0.0019407,           0.0021616,            0.002872,            0.002872,            0.002872
                 362,            0.015754,           0.0036407,           0.0023797,             0.99521,                   1,               0.995,             0.85988,            0.012426,           0.0019762,           0.0021568,           0.0028522,           0.0028522,           0.0028522
                 363,            0.016486,           0.0040576,           0.0022924,             0.99532,                   1,               0.995,             0.90756,            0.010656,           0.0019291,           0.0021513,           0.0028324,           0.0028324,           0.0028324
                 364,             0.01464,           0.0046131,           0.0023193,             0.99556,                   1,               0.995,              0.9024,            0.012091,           0.0019677,           0.0021494,           0.0028126,           0.0028126,           0.0028126
                 365,            0.015092,           0.0042849,            0.002169,             0.99566,                   1,               0.995,              0.8951,            0.010452,           0.0019243,           0.0021416,           0.0027928,           0.0027928,           0.0027928
                 366,            0.013259,           0.0042277,            0.002138,             0.99549,                   1,               0.995,             0.87991,            0.011384,            0.001949,           0.0021438,            0.002773,            0.002773,            0.002773
                 367,             0.01565,           0.0043036,           0.0021685,             0.99513,                   1,               0.995,             0.88823,            0.011237,           0.0019409,           0.0021418,           0.0027532,           0.0027532,           0.0027532
                 368,             0.01602,           0.0050006,           0.0022812,             0.99505,                   1,               0.995,             0.89094,            0.011358,           0.0019366,           0.0021448,           0.0027334,           0.0027334,           0.0027334
                 369,            0.014029,           0.0043329,           0.0022039,             0.99486,                   1,               0.995,             0.91877,            0.011064,           0.0019143,           0.0021456,           0.0027136,           0.0027136,           0.0027136
                 370,            0.013836,           0.0035486,           0.0023074,             0.99494,                   1,               0.995,             0.91987,            0.011019,            0.001908,           0.0021447,           0.0026938,           0.0026938,           0.0026938
                 371,            0.014269,           0.0036501,           0.0021088,             0.99488,                   1,               0.995,             0.86628,            0.010983,           0.0019142,           0.0021362,            0.002674,            0.002674,            0.002674
                 372,            0.014955,           0.0037772,           0.0021782,             0.99506,                   1,               0.995,             0.93075,            0.011713,           0.0019196,           0.0021338,           0.0026542,           0.0026542,           0.0026542
                 373,            0.014582,           0.0040208,            0.002231,             0.99523,                   1,               0.995,              0.8791,            0.010993,           0.0019101,           0.0021293,           0.0026344,           0.0026344,           0.0026344
                 374,            0.013804,           0.0040483,           0.0021649,             0.99552,                   1,               0.995,             0.91744,            0.010037,           0.0019034,           0.0021334,           0.0026146,           0.0026146,           0.0026146
                 375,            0.013451,           0.0038949,           0.0019922,             0.99542,                   1,               0.995,             0.90495,             0.01038,           0.0018917,           0.0021197,           0.0025948,           0.0025948,           0.0025948
                 376,            0.014185,           0.0035971,            0.002269,              0.9953,                   1,               0.995,             0.92307,            0.010607,           0.0018979,           0.0021099,            0.002575,            0.002575,            0.002575
                 377,            0.014477,           0.0035687,           0.0022087,             0.99522,                   1,               0.995,             0.90296,            0.010587,           0.0019105,           0.0020977,           0.0025552,           0.0025552,           0.0025552
                 378,            0.014438,           0.0038653,           0.0021235,             0.99518,                   1,               0.995,             0.92938,           0.0099971,           0.0018768,           0.0020971,           0.0025354,           0.0025354,           0.0025354
                 379,             0.01458,            0.003789,           0.0021992,             0.99542,                   1,               0.995,              0.8831,            0.011296,           0.0019409,           0.0020922,           0.0025156,           0.0025156,           0.0025156
                 380,            0.015823,           0.0037751,           0.0020694,             0.99531,                   1,               0.995,             0.93863,           0.0098065,           0.0018526,           0.0020905,           0.0024958,           0.0024958,           0.0024958
                 381,            0.014176,            0.003839,           0.0020503,             0.99547,                   1,               0.995,             0.87279,            0.011191,           0.0019301,           0.0020825,            0.002476,            0.002476,            0.002476
                 382,            0.013784,           0.0032958,           0.0020794,             0.99557,                   1,               0.995,             0.92886,           0.0099816,           0.0018733,           0.0020862,           0.0024562,           0.0024562,           0.0024562
                 383,            0.013257,           0.0040243,           0.0020393,             0.99566,                   1,               0.995,             0.92406,           0.0099433,           0.0019084,           0.0020823,           0.0024364,           0.0024364,           0.0024364
                 384,            0.013465,           0.0036331,           0.0020314,             0.99571,                   1,               0.995,             0.90303,            0.010453,            0.001924,           0.0020763,           0.0024166,           0.0024166,           0.0024166
                 385,            0.013605,           0.0037057,           0.0021734,             0.99585,                   1,               0.995,             0.93538,           0.0097827,           0.0018882,           0.0020722,           0.0023968,           0.0023968,           0.0023968
                 386,            0.015031,           0.0039855,           0.0020817,             0.99581,                   1,               0.995,             0.89355,             0.01062,           0.0019462,           0.0020607,            0.002377,            0.002377,            0.002377
                 387,            0.014872,           0.0033556,           0.0021488,             0.99586,                   1,               0.995,             0.92009,            0.010287,           0.0018913,           0.0020459,           0.0023572,           0.0023572,           0.0023572
                 388,            0.013812,           0.0034486,           0.0020056,             0.99589,                   1,               0.995,             0.93831,           0.0096248,           0.0018735,           0.0020249,           0.0023374,           0.0023374,           0.0023374
                 389,            0.012982,           0.0042205,           0.0021468,             0.99582,                   1,               0.995,             0.91421,             0.01039,           0.0018732,           0.0020093,           0.0023176,           0.0023176,           0.0023176
                 390,             0.01522,           0.0040627,           0.0022306,             0.99602,                   1,               0.995,             0.88381,            0.010501,           0.0019238,            0.001999,           0.0022978,           0.0022978,           0.0022978
                 391,            0.013472,           0.0039901,           0.0020928,             0.99596,                   1,               0.995,             0.91779,           0.0099234,            0.001854,           0.0019927,            0.002278,            0.002278,            0.002278
                 392,            0.014814,           0.0039024,           0.0020756,             0.99585,                   1,               0.995,             0.88602,            0.010677,           0.0019046,           0.0019838,           0.0022582,           0.0022582,           0.0022582
                 393,            0.014891,           0.0038714,           0.0019951,             0.99579,                   1,               0.995,             0.94137,           0.0095107,           0.0018456,           0.0019697,           0.0022384,           0.0022384,           0.0022384
                 394,            0.012818,           0.0036915,           0.0020102,              0.9958,                   1,               0.995,             0.90729,              0.0109,           0.0018999,           0.0019597,           0.0022186,           0.0022186,           0.0022186
                 395,            0.014222,           0.0040272,           0.0019511,             0.99578,                   1,               0.995,             0.91226,           0.0089746,           0.0018397,           0.0019495,           0.0021988,           0.0021988,           0.0021988
                 396,            0.013783,           0.0043583,             0.00201,             0.99573,                   1,               0.995,             0.90609,            0.010302,           0.0018895,           0.0019395,            0.002179,            0.002179,            0.002179
                 397,            0.014268,           0.0034562,            0.001968,             0.99566,                   1,               0.995,              0.9374,           0.0092969,           0.0018414,           0.0019335,           0.0021592,           0.0021592,           0.0021592
                 398,            0.014275,           0.0038963,           0.0021391,             0.99561,                   1,               0.995,             0.92455,            0.010328,           0.0018636,           0.0019263,           0.0021394,           0.0021394,           0.0021394
                 399,            0.015161,           0.0034651,            0.002125,             0.99569,                   1,               0.995,             0.90737,            0.010383,           0.0019066,           0.0019187,           0.0021196,           0.0021196,           0.0021196
                 400,            0.014007,           0.0038368,           0.0021888,              0.9957,                   1,               0.995,             0.93032,              0.0093,           0.0018523,           0.0019112,           0.0020998,           0.0020998,           0.0020998
                 401,            0.012326,           0.0037304,           0.0019304,             0.99574,                   1,               0.995,             0.88455,            0.010622,           0.0019193,            0.001904,             0.00208,             0.00208,             0.00208
                 402,            0.012324,            0.003115,           0.0018762,             0.99578,                   1,               0.995,              0.9297,            0.010281,           0.0018723,           0.0018921,           0.0020602,           0.0020602,           0.0020602
                 403,            0.014239,           0.0042457,            0.001869,             0.99583,                   1,               0.995,             0.92899,            0.009659,           0.0018802,           0.0018822,           0.0020404,           0.0020404,           0.0020404
                 404,              0.0136,           0.0045116,           0.0018878,             0.99577,                   1,               0.995,             0.92246,           0.0091585,           0.0018499,           0.0018695,           0.0020206,           0.0020206,           0.0020206
                 405,            0.012977,             0.00342,           0.0019576,             0.99579,                   1,               0.995,              0.9114,            0.010076,            0.001881,           0.0018596,           0.0020008,           0.0020008,           0.0020008
                 406,             0.01386,            0.003838,           0.0018866,             0.99586,                   1,               0.995,             0.93492,           0.0092863,           0.0018322,           0.0018491,            0.001981,            0.001981,            0.001981
                 407,            0.013595,           0.0040413,           0.0018949,             0.99584,                   1,               0.995,              0.9142,           0.0095856,           0.0018323,           0.0018411,           0.0019612,           0.0019612,           0.0019612
                 408,            0.011284,           0.0036726,           0.0017857,             0.99585,                   1,               0.995,             0.93364,           0.0095407,           0.0018519,           0.0018295,           0.0019414,           0.0019414,           0.0019414
                 409,            0.014011,           0.0033035,           0.0018792,             0.99581,                   1,               0.995,             0.91997,            0.010005,           0.0018522,           0.0018238,           0.0019216,           0.0019216,           0.0019216
                 410,            0.013204,           0.0038849,            0.001895,             0.99596,                   1,               0.995,             0.90042,           0.0095531,           0.0018562,           0.0018162,           0.0019018,           0.0019018,           0.0019018
                 411,            0.012806,           0.0042711,           0.0019622,             0.99592,                   1,               0.995,             0.93549,            0.008879,           0.0018373,           0.0018156,            0.001882,            0.001882,            0.001882
                 412,            0.012481,           0.0038769,           0.0018466,             0.99592,                   1,               0.995,             0.91182,           0.0092807,           0.0018437,           0.0018123,           0.0018622,           0.0018622,           0.0018622
                 413,            0.013594,           0.0036898,           0.0018417,             0.99577,                   1,               0.995,             0.91865,           0.0096034,           0.0018539,           0.0018099,           0.0018424,           0.0018424,           0.0018424
                 414,            0.012818,           0.0038574,            0.001848,             0.99576,                   1,               0.995,             0.92583,           0.0093226,           0.0018359,           0.0018072,           0.0018226,           0.0018226,           0.0018226
                 415,            0.012933,            0.003761,           0.0019249,             0.99566,                   1,               0.995,             0.92905,           0.0094902,           0.0018207,           0.0018075,           0.0018028,           0.0018028,           0.0018028
                 416,            0.011602,           0.0037062,           0.0018421,             0.99564,                   1,               0.995,             0.90214,           0.0095492,           0.0018394,           0.0018012,            0.001783,            0.001783,            0.001783
                 417,            0.012613,           0.0036702,           0.0018454,             0.99554,                   1,               0.995,             0.91628,           0.0093227,           0.0018182,           0.0018013,           0.0017632,           0.0017632,           0.0017632
                 418,            0.011203,           0.0038224,            0.001848,             0.99543,                   1,               0.995,             0.92212,           0.0096169,           0.0018511,           0.0017945,           0.0017434,           0.0017434,           0.0017434
                 419,            0.013831,           0.0032534,           0.0019191,              0.9954,                   1,               0.995,             0.90882,           0.0090239,           0.0018214,           0.0017869,           0.0017236,           0.0017236,           0.0017236
                 420,            0.010876,           0.0034743,           0.0019904,             0.99533,                   1,               0.995,             0.93133,           0.0089368,           0.0017973,           0.0017812,           0.0017038,           0.0017038,           0.0017038
                 421,            0.013244,            0.003804,           0.0018208,              0.9953,                   1,               0.995,              0.9425,           0.0083746,           0.0017789,           0.0017724,            0.001684,            0.001684,            0.001684
                 422,            0.012023,           0.0036658,             0.00184,             0.99518,                   1,               0.995,             0.92592,           0.0096221,           0.0018446,           0.0017639,           0.0016642,           0.0016642,           0.0016642
                 423,            0.012344,            0.003312,           0.0017508,             0.99514,                   1,               0.995,             0.94063,           0.0090019,           0.0018027,           0.0017553,           0.0016444,           0.0016444,           0.0016444
                 424,             0.01124,           0.0034306,           0.0017529,             0.99517,                   1,               0.995,             0.92971,            0.009386,           0.0018419,           0.0017476,           0.0016246,           0.0016246,           0.0016246
                 425,            0.012118,           0.0030276,           0.0018236,             0.99509,                   1,               0.995,             0.91595,           0.0091605,           0.0018223,           0.0017403,           0.0016048,           0.0016048,           0.0016048
                 426,             0.01215,           0.0034889,            0.001824,             0.99505,                   1,               0.995,             0.94772,           0.0089859,           0.0017915,           0.0017349,            0.001585,            0.001585,            0.001585
                 427,            0.012087,            0.003697,           0.0017327,             0.99515,                   1,               0.995,             0.94997,           0.0090978,           0.0017902,            0.001726,           0.0015652,           0.0015652,           0.0015652
                 428,            0.011769,            0.003945,           0.0018147,             0.99509,                   1,               0.995,              0.9372,           0.0090067,           0.0017901,           0.0017196,           0.0015454,           0.0015454,           0.0015454
                 429,            0.012223,           0.0035112,           0.0017883,             0.99518,                   1,               0.995,             0.91513,           0.0091026,           0.0018097,            0.001716,           0.0015256,           0.0015256,           0.0015256
                 430,            0.012468,           0.0036594,           0.0019165,             0.99527,                   1,               0.995,             0.94528,           0.0088627,            0.001778,           0.0017074,           0.0015058,           0.0015058,           0.0015058
                 431,            0.011963,           0.0036626,           0.0017495,             0.99535,                   1,               0.995,             0.94133,           0.0086162,           0.0017576,           0.0016997,            0.001486,            0.001486,            0.001486
                 432,            0.010208,           0.0035087,           0.0018015,             0.99538,                   1,               0.995,             0.93008,            0.009104,           0.0017845,           0.0016948,           0.0014662,           0.0014662,           0.0014662
                 433,            0.012156,           0.0038527,           0.0018267,             0.99542,                   1,               0.995,             0.91856,            0.009151,           0.0018084,            0.001686,           0.0014464,           0.0014464,           0.0014464
                 434,            0.011973,           0.0032081,           0.0017406,             0.99549,                   1,               0.995,             0.94889,           0.0084182,           0.0017654,           0.0016798,           0.0014266,           0.0014266,           0.0014266
                 435,            0.011721,           0.0034377,           0.0017365,             0.99548,                   1,               0.995,             0.94789,           0.0090772,           0.0017773,           0.0016768,           0.0014068,           0.0014068,           0.0014068
                 436,            0.012899,           0.0035866,           0.0017996,             0.99547,                   1,               0.995,             0.92815,           0.0087114,           0.0017788,           0.0016752,            0.001387,            0.001387,            0.001387
                 437,            0.011968,           0.0033692,           0.0017191,             0.99554,                   1,               0.995,             0.92195,           0.0083879,           0.0017744,           0.0016713,           0.0013672,           0.0013672,           0.0013672
                 438,            0.012913,           0.0039104,           0.0016731,             0.99553,                   1,               0.995,             0.92936,           0.0098244,           0.0018371,           0.0016667,           0.0013474,           0.0013474,           0.0013474
                 439,            0.013406,           0.0042492,           0.0017352,             0.99552,                   1,               0.995,             0.93525,           0.0086782,           0.0017684,            0.001663,           0.0013276,           0.0013276,           0.0013276
                 440,            0.011039,           0.0039038,           0.0018674,             0.99554,                   1,               0.995,             0.93661,           0.0086992,           0.0017684,           0.0016563,           0.0013078,           0.0013078,           0.0013078
                 441,            0.012497,           0.0040223,           0.0016679,              0.9956,                   1,               0.995,             0.94447,           0.0089157,           0.0017669,           0.0016514,            0.001288,            0.001288,            0.001288
                 442,            0.010923,           0.0036499,           0.0017247,              0.9956,                   1,               0.995,             0.93604,           0.0082325,            0.001746,           0.0016469,           0.0012682,           0.0012682,           0.0012682
                 443,            0.010819,           0.0035739,           0.0016634,              0.9956,                   1,               0.995,             0.95038,           0.0088789,           0.0017791,           0.0016429,           0.0012484,           0.0012484,           0.0012484
                 444,            0.011196,           0.0037544,           0.0015903,             0.99555,                   1,               0.995,              0.9479,           0.0079652,           0.0017286,           0.0016329,           0.0012286,           0.0012286,           0.0012286
                 445,            0.012016,            0.003412,           0.0018029,             0.99558,                   1,               0.995,             0.95235,           0.0087203,           0.0017712,            0.001628,           0.0012088,           0.0012088,           0.0012088
                 446,            0.011308,           0.0037234,            0.001725,             0.99557,                   1,               0.995,             0.94053,           0.0080503,           0.0017276,            0.001622,            0.001189,            0.001189,            0.001189
                 447,            0.011312,           0.0033544,           0.0016161,              0.9956,                   1,               0.995,             0.94653,           0.0091424,           0.0017711,           0.0016155,           0.0011692,           0.0011692,           0.0011692
                 448,            0.011609,           0.0041462,            0.001674,             0.99565,                   1,               0.995,             0.93687,           0.0080049,           0.0017304,           0.0016077,           0.0011494,           0.0011494,           0.0011494
                 449,            0.010271,           0.0026792,           0.0016827,             0.99569,                   1,               0.995,             0.94543,            0.008638,            0.001756,           0.0016007,           0.0011296,           0.0011296,           0.0011296
                 450,            0.010255,           0.0034489,           0.0015256,             0.99562,                   1,               0.995,             0.94127,           0.0085669,           0.0017477,           0.0015908,           0.0011098,           0.0011098,           0.0011098
                 451,            0.011698,           0.0032017,           0.0015458,             0.99568,                   1,               0.995,             0.94875,           0.0090858,           0.0017865,            0.001583,             0.00109,             0.00109,             0.00109
                 452,            0.011509,           0.0038213,           0.0016065,             0.99571,                   1,               0.995,             0.94474,           0.0083008,           0.0017345,           0.0015789,           0.0010702,           0.0010702,           0.0010702
                 453,            0.012038,           0.0034341,           0.0016152,             0.99563,                   1,               0.995,             0.93432,           0.0088171,           0.0017579,           0.0015723,           0.0010504,           0.0010504,           0.0010504
                 454,            0.011506,           0.0035891,           0.0015975,             0.99557,                   1,               0.995,              0.9446,           0.0082725,           0.0017338,           0.0015663,           0.0010306,           0.0010306,           0.0010306
                 455,            0.010969,           0.0031437,           0.0016977,              0.9955,                   1,               0.995,             0.94969,           0.0084941,           0.0017399,           0.0015613,           0.0010108,           0.0010108,           0.0010108
                 456,            0.010335,           0.0036234,           0.0016782,             0.99549,                   1,               0.995,             0.94574,           0.0082768,            0.001725,           0.0015573,            0.000991,            0.000991,            0.000991
                 457,            0.010355,           0.0033876,            0.001728,             0.99543,                   1,               0.995,             0.94038,           0.0085541,            0.001737,           0.0015535,           0.0009712,           0.0009712,           0.0009712
                 458,            0.012197,           0.0039403,           0.0017446,             0.99546,                   1,               0.995,             0.94466,           0.0082126,           0.0017219,            0.001547,           0.0009514,           0.0009514,           0.0009514
                 459,            0.010401,           0.0031477,           0.0015878,             0.99536,                   1,               0.995,             0.94275,            0.008291,           0.0017314,           0.0015432,           0.0009316,           0.0009316,           0.0009316
                 460,            0.012273,            0.004034,           0.0015447,             0.99543,                   1,               0.995,             0.94854,           0.0078323,            0.001707,           0.0015398,           0.0009118,           0.0009118,           0.0009118
                 461,            0.010165,           0.0033315,           0.0015431,             0.99534,                   1,               0.995,             0.94227,           0.0083473,           0.0017396,           0.0015337,            0.000892,            0.000892,            0.000892
                 462,            0.010602,           0.0029621,           0.0015545,             0.99536,                   1,               0.995,             0.92978,           0.0086243,           0.0017655,           0.0015287,           0.0008722,           0.0008722,           0.0008722
                 463,            0.010746,           0.0033816,           0.0014904,             0.99535,                   1,               0.995,             0.95467,           0.0078099,            0.001724,           0.0015228,           0.0008524,           0.0008524,           0.0008524
                 464,            0.010634,           0.0034083,           0.0015428,             0.99537,                   1,               0.995,             0.94184,           0.0080489,           0.0017293,           0.0015136,           0.0008326,           0.0008326,           0.0008326
                 465,            0.011114,           0.0032724,            0.001522,             0.99536,                   1,               0.995,             0.95427,           0.0078931,           0.0017168,           0.0015082,           0.0008128,           0.0008128,           0.0008128
                 466,           0.0099757,            0.002915,           0.0015027,             0.99537,                   1,               0.995,             0.94968,           0.0076614,           0.0016995,           0.0015007,            0.000793,            0.000793,            0.000793
                 467,            0.010372,           0.0037276,           0.0015792,             0.99535,                   1,               0.995,             0.95196,           0.0077957,           0.0016943,           0.0014959,           0.0007732,           0.0007732,           0.0007732
                 468,            0.010982,           0.0037474,           0.0016428,              0.9954,                   1,               0.995,             0.94357,           0.0080808,           0.0016987,           0.0014915,           0.0007534,           0.0007534,           0.0007534
                 469,            0.011264,           0.0032739,            0.001491,             0.99545,                   1,               0.995,             0.94617,           0.0079726,           0.0016892,           0.0014865,           0.0007336,           0.0007336,           0.0007336
                 470,            0.010294,           0.0026255,           0.0014793,              0.9954,                   1,               0.995,             0.92747,           0.0080265,           0.0016999,           0.0014838,           0.0007138,           0.0007138,           0.0007138
                 471,            0.011894,           0.0034952,           0.0015858,             0.99533,                   1,               0.995,             0.93551,           0.0080221,           0.0016985,           0.0014827,            0.000694,            0.000694,            0.000694
                 472,            0.011102,           0.0028408,           0.0016442,             0.99531,                   1,               0.995,             0.94544,           0.0080684,           0.0016858,           0.0014768,           0.0006742,           0.0006742,           0.0006742
                 473,            0.011024,           0.0037086,           0.0015432,             0.99533,                   1,               0.995,             0.94497,            0.008268,           0.0016989,           0.0014727,           0.0006544,           0.0006544,           0.0006544
