               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.031141,           0.0056945,           0.0041505,             0.95379,                   1,               0.995,              0.6665,            0.022795,           0.0031172,           0.0038085,           0.0070696,           0.0070696,           0.0070696
                 150,            0.026507,           0.0057918,           0.0044181,             0.97757,                   1,               0.995,             0.71255,            0.026065,           0.0030835,           0.0037976,           0.0070498,           0.0070498,           0.0070498
                 151,             0.02892,           0.0064744,           0.0045439,             0.95152,                   1,              0.9925,             0.72672,            0.021102,           0.0030936,           0.0037645,             0.00703,             0.00703,             0.00703
                 152,            0.027168,           0.0051697,           0.0038628,              0.9776,                   1,               0.995,               0.743,            0.027817,           0.0031121,            0.003765,           0.0070102,           0.0070102,           0.0070102
                 153,            0.029953,           0.0060826,           0.0043846,             0.97911,                   1,               0.995,             0.70766,            0.021423,           0.0030954,           0.0037772,           0.0069904,           0.0069904,           0.0069904
                 154,            0.027142,           0.0064384,            0.004448,             0.97593,                   1,               0.995,             0.70907,            0.025467,           0.0030936,           0.0038085,           0.0069706,           0.0069706,           0.0069706
                 155,            0.030272,           0.0057972,           0.0043943,             0.90771,                   1,             0.96198,             0.65971,            0.023316,            0.003036,           0.0037841,           0.0069508,           0.0069508,           0.0069508
                 156,             0.02902,            0.006256,           0.0041134,             0.98231,                   1,               0.995,             0.70882,            0.023749,            0.003063,            0.003808,            0.006931,            0.006931,            0.006931
                 157,            0.027424,            0.005338,           0.0040971,              0.9845,                   1,               0.995,             0.74777,            0.021273,           0.0030404,           0.0038505,           0.0069112,           0.0069112,           0.0069112
                 158,            0.027797,           0.0058438,           0.0047789,             0.98351,                   1,               0.995,             0.73398,            0.024187,           0.0030369,           0.0038075,           0.0068914,           0.0068914,           0.0068914
                 159,            0.029674,           0.0055788,           0.0039879,             0.95831,             0.98886,               0.995,             0.74915,            0.023588,           0.0030184,           0.0037927,           0.0068716,           0.0068716,           0.0068716
                 160,            0.025751,           0.0057646,           0.0041808,             0.94718,                   1,               0.995,             0.73297,            0.026649,           0.0029633,           0.0038158,           0.0068518,           0.0068518,           0.0068518
                 161,            0.032091,           0.0051271,           0.0039727,             0.97545,                   1,               0.995,             0.79776,            0.021596,           0.0029036,            0.003839,            0.006832,            0.006832,            0.006832
                 162,             0.02448,             0.00549,           0.0042737,             0.97862,                   1,               0.995,             0.69671,            0.024397,           0.0029545,           0.0038512,           0.0068122,           0.0068122,           0.0068122
                 163,            0.031484,           0.0051524,           0.0040569,             0.98321,                   1,               0.995,             0.74963,            0.028115,           0.0028938,           0.0038414,           0.0067924,           0.0067924,           0.0067924
                 164,            0.028596,           0.0048267,           0.0038427,             0.97663,                   1,               0.995,             0.73959,             0.02184,           0.0029484,            0.003865,           0.0067726,           0.0067726,           0.0067726
                 165,            0.025116,           0.0057946,           0.0036953,             0.98343,                   1,               0.995,             0.74585,            0.021012,            0.002943,           0.0038737,           0.0067528,           0.0067528,           0.0067528
                 166,            0.027027,           0.0055454,           0.0040317,             0.98465,                   1,               0.995,             0.66359,            0.023199,           0.0029907,           0.0038521,            0.006733,            0.006733,            0.006733
                 167,            0.029231,           0.0055838,           0.0042455,             0.98749,                   1,               0.995,             0.69885,            0.023336,           0.0028677,            0.003789,           0.0067132,           0.0067132,           0.0067132
                 168,             0.02669,           0.0050046,           0.0037881,             0.98736,                   1,               0.995,             0.63301,            0.022578,           0.0029744,           0.0037988,           0.0066934,           0.0066934,           0.0066934
                 169,            0.028068,             0.00597,           0.0040315,             0.98905,                   1,               0.995,             0.70293,            0.023804,           0.0028785,           0.0037514,           0.0066736,           0.0066736,           0.0066736
                 170,            0.026751,           0.0054967,           0.0039309,             0.98956,                   1,               0.995,             0.77469,            0.019481,           0.0028514,           0.0037786,           0.0066538,           0.0066538,           0.0066538
                 171,            0.023816,           0.0049278,           0.0041135,             0.98877,                   1,               0.995,             0.80039,            0.026475,           0.0028431,            0.003795,            0.006634,            0.006634,            0.006634
                 172,            0.028758,           0.0052562,           0.0039948,             0.98728,                   1,               0.995,             0.74908,            0.021307,           0.0028446,           0.0037934,           0.0066142,           0.0066142,           0.0066142
                 173,              0.0253,           0.0051447,           0.0041172,             0.98724,                   1,               0.995,             0.74797,            0.026025,           0.0028363,           0.0037346,           0.0065944,           0.0065944,           0.0065944
                 174,            0.029357,            0.005802,           0.0041131,              0.9473,             0.98664,               0.995,             0.72975,            0.020181,           0.0028172,           0.0036822,           0.0065746,           0.0065746,           0.0065746
                 175,            0.023441,           0.0047886,           0.0037642,             0.98896,                   1,               0.995,              0.7824,            0.022306,           0.0028256,            0.003658,           0.0065548,           0.0065548,           0.0065548
                 176,            0.025451,           0.0054239,           0.0038588,             0.98912,                   1,               0.995,             0.79379,            0.020103,           0.0027755,            0.003623,            0.006535,            0.006535,            0.006535
                 177,            0.028963,           0.0058386,           0.0042257,             0.98901,                   1,               0.995,             0.71999,            0.021164,           0.0027804,           0.0035999,           0.0065152,           0.0065152,           0.0065152
                 178,             0.02475,           0.0049254,           0.0039214,             0.96356,                   1,              0.9875,             0.71848,            0.021456,           0.0027849,           0.0035777,           0.0064954,           0.0064954,           0.0064954
                 179,            0.028246,           0.0056364,           0.0045792,             0.99123,                   1,               0.995,             0.81136,            0.019067,           0.0027152,           0.0036263,           0.0064756,           0.0064756,           0.0064756
                 180,            0.023852,           0.0048959,           0.0036483,             0.91315,                   1,             0.95988,             0.64437,            0.025137,           0.0028304,           0.0035843,           0.0064558,           0.0064558,           0.0064558
                 181,            0.028133,           0.0059663,            0.004085,             0.99074,                   1,               0.995,             0.84113,            0.018613,           0.0026489,           0.0036318,            0.006436,            0.006436,            0.006436
                 182,            0.023394,           0.0043492,           0.0039086,              0.9891,                   1,               0.995,             0.67571,            0.022842,           0.0028054,           0.0035989,           0.0064162,           0.0064162,           0.0064162
                 183,            0.025828,            0.005344,           0.0036761,             0.98413,                   1,               0.995,             0.76141,            0.018267,           0.0027434,           0.0036167,           0.0063964,           0.0063964,           0.0063964
                 184,            0.025235,           0.0046594,           0.0037681,             0.98853,                   1,               0.995,             0.72199,            0.024452,           0.0027715,           0.0035577,           0.0063766,           0.0063766,           0.0063766
                 185,            0.026082,           0.0052875,           0.0037113,              0.9786,                   1,               0.995,             0.78261,            0.021198,           0.0027377,            0.003555,           0.0063568,           0.0063568,           0.0063568
                 186,            0.026886,             0.00527,           0.0037926,             0.98762,                   1,               0.995,             0.71001,            0.023763,           0.0028408,            0.003572,            0.006337,            0.006337,            0.006337
                 187,            0.027078,           0.0057543,           0.0041815,             0.98803,                   1,               0.995,             0.83968,            0.017501,           0.0026772,           0.0035685,           0.0063172,           0.0063172,           0.0063172
                 188,            0.023847,           0.0049831,           0.0039519,             0.98834,                   1,               0.995,             0.70376,            0.024144,           0.0027607,            0.003502,           0.0062974,           0.0062974,           0.0062974
                 189,            0.025731,           0.0051217,           0.0035481,             0.99099,                   1,               0.995,             0.81808,            0.019421,           0.0026034,           0.0034678,           0.0062776,           0.0062776,           0.0062776
                 190,            0.024278,           0.0051863,           0.0035972,             0.99064,                   1,               0.995,             0.70327,            0.020963,           0.0027623,           0.0034582,           0.0062578,           0.0062578,           0.0062578
                 191,            0.025579,           0.0050242,           0.0039924,             0.99172,                   1,               0.995,             0.82763,            0.018767,           0.0025929,           0.0034249,            0.006238,            0.006238,            0.006238
                 192,            0.024329,           0.0050041,           0.0035232,             0.99194,                   1,               0.995,             0.70368,            0.023115,           0.0027651,           0.0033847,           0.0062182,           0.0062182,           0.0062182
                 193,            0.028909,           0.0048605,           0.0041143,             0.99128,                   1,               0.995,             0.82917,            0.021215,           0.0025913,           0.0033852,           0.0061984,           0.0061984,           0.0061984
                 194,            0.024185,           0.0042912,            0.003671,             0.99109,                   1,               0.995,             0.76827,            0.021161,            0.002624,           0.0033941,           0.0061786,           0.0061786,           0.0061786
                 195,            0.025971,            0.005354,           0.0035243,              0.9922,                   1,               0.995,             0.76816,            0.019661,           0.0026238,           0.0033991,           0.0061588,           0.0061588,           0.0061588
                 196,            0.022165,           0.0050482,            0.003512,             0.99267,                   1,               0.995,             0.72009,            0.021744,           0.0026482,           0.0033903,            0.006139,            0.006139,            0.006139
                 197,            0.026399,            0.005166,           0.0035945,             0.96499,                   1,                0.99,             0.78365,            0.023178,            0.002615,           0.0033971,           0.0061192,           0.0061192,           0.0061192
                 198,            0.024869,           0.0055799,           0.0038464,              0.9926,                   1,               0.995,             0.85181,            0.019692,           0.0025728,           0.0034405,           0.0060994,           0.0060994,           0.0060994
                 199,            0.022731,           0.0048583,           0.0036867,             0.99309,                   1,               0.995,             0.71225,            0.024729,           0.0026509,           0.0034386,           0.0060796,           0.0060796,           0.0060796
                 200,            0.026207,           0.0049764,           0.0042348,             0.99313,                   1,               0.995,             0.81854,            0.017239,           0.0025494,           0.0034416,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021997,           0.0055371,           0.0033994,              0.9935,                   1,               0.995,             0.74189,            0.022542,           0.0026496,           0.0033837,             0.00604,             0.00604,             0.00604
                 202,            0.028508,           0.0047955,           0.0039567,             0.99294,                   1,               0.995,             0.77944,            0.018706,           0.0025502,           0.0033951,           0.0060202,           0.0060202,           0.0060202
                 203,            0.026006,           0.0056142,           0.0037068,             0.99214,                   1,               0.995,             0.76876,            0.019864,           0.0025904,           0.0033595,           0.0060004,           0.0060004,           0.0060004
                 204,            0.024806,           0.0055048,           0.0035803,             0.99201,                   1,               0.995,             0.78894,            0.017883,           0.0025491,            0.003369,           0.0059806,           0.0059806,           0.0059806
                 205,            0.024393,           0.0054911,            0.003581,             0.99268,                   1,               0.995,             0.69471,            0.021639,           0.0026275,           0.0033263,           0.0059608,           0.0059608,           0.0059608
                 206,            0.024653,           0.0057506,            0.003535,             0.99339,                   1,               0.995,             0.78176,            0.017386,           0.0025238,           0.0033068,            0.005941,            0.005941,            0.005941
                 207,            0.024668,           0.0049578,           0.0034218,              0.9923,                   1,               0.995,              0.7345,            0.022704,           0.0026514,           0.0032605,           0.0059212,           0.0059212,           0.0059212
                 208,            0.024956,           0.0044831,           0.0036029,             0.99186,                   1,               0.995,             0.81278,            0.017423,            0.002508,           0.0032585,           0.0059014,           0.0059014,           0.0059014
                 209,            0.024358,           0.0059121,           0.0035804,             0.99308,                   1,               0.995,             0.72557,            0.021719,           0.0026256,           0.0032066,           0.0058816,           0.0058816,           0.0058816
                 210,            0.026915,           0.0050508,           0.0033716,             0.99304,                   1,               0.995,             0.80363,            0.016623,           0.0024925,           0.0031903,           0.0058618,           0.0058618,           0.0058618
                 211,            0.021755,           0.0051547,           0.0034991,             0.99337,                   1,               0.995,             0.71656,            0.022416,           0.0026168,           0.0031513,            0.005842,            0.005842,            0.005842
                 212,            0.027331,             0.00441,           0.0032338,              0.9933,                   1,               0.995,             0.79128,            0.018488,           0.0025044,           0.0031337,           0.0058222,           0.0058222,           0.0058222
                 213,            0.024316,           0.0052148,           0.0034986,             0.99278,                   1,               0.995,             0.75625,            0.019522,           0.0024988,           0.0031379,           0.0058024,           0.0058024,           0.0058024
                 214,            0.023565,           0.0043221,           0.0031607,             0.99122,                   1,               0.995,             0.75694,             0.01891,           0.0025466,           0.0031455,           0.0057826,           0.0057826,           0.0057826
                 215,            0.024112,           0.0049496,           0.0033657,             0.99132,                   1,               0.995,             0.75891,            0.018508,           0.0025526,           0.0031912,           0.0057628,           0.0057628,           0.0057628
                 216,            0.024785,           0.0040997,           0.0035497,             0.99068,                   1,               0.995,             0.78685,            0.020379,           0.0025546,           0.0031814,            0.005743,            0.005743,            0.005743
                 217,             0.02269,           0.0046936,           0.0033978,             0.98976,                   1,               0.995,             0.81684,            0.019839,           0.0025833,           0.0032164,           0.0057232,           0.0057232,           0.0057232
                 218,             0.02489,           0.0051332,           0.0032424,             0.98968,                   1,               0.995,              0.7555,            0.018158,           0.0025731,           0.0032142,           0.0057034,           0.0057034,           0.0057034
                 219,            0.023833,           0.0052066,           0.0036535,             0.99135,                   1,               0.995,             0.77906,            0.021529,           0.0025307,           0.0032634,           0.0056836,           0.0056836,           0.0056836
                 220,            0.023809,           0.0051139,            0.003365,             0.91751,                   1,              0.9925,             0.80392,            0.016976,           0.0025278,           0.0032547,           0.0056638,           0.0056638,           0.0056638
                 221,            0.022769,           0.0061108,           0.0033049,             0.98917,                   1,               0.995,             0.78125,            0.018646,            0.002535,           0.0032722,            0.005644,            0.005644,            0.005644
                 222,            0.023003,           0.0049243,           0.0033432,             0.98944,                   1,               0.995,               0.838,            0.016178,            0.002463,           0.0032325,           0.0056242,           0.0056242,           0.0056242
                 223,            0.022279,            0.003959,           0.0031727,             0.98805,                   1,               0.995,             0.74257,            0.018231,            0.002483,            0.003238,           0.0056044,           0.0056044,           0.0056044
                 224,            0.023075,           0.0049287,           0.0038886,             0.98734,                   1,               0.995,              0.7494,            0.018595,           0.0024966,           0.0032361,           0.0055846,           0.0055846,           0.0055846
                 225,            0.024023,           0.0044237,            0.003588,             0.98806,                   1,               0.995,             0.74602,            0.019265,           0.0024977,           0.0032505,           0.0055648,           0.0055648,           0.0055648
                 226,            0.025653,           0.0049423,           0.0035155,              0.9173,                   1,             0.96198,             0.75432,            0.020669,           0.0024693,           0.0032715,            0.005545,            0.005545,            0.005545
                 227,            0.024452,            0.004473,           0.0034536,             0.98762,                   1,               0.995,             0.77918,            0.017728,           0.0024521,           0.0032969,           0.0055252,           0.0055252,           0.0055252
                 228,            0.022085,            0.004992,           0.0033744,             0.99027,                   1,               0.995,             0.78804,            0.018273,           0.0024531,           0.0033175,           0.0055054,           0.0055054,           0.0055054
                 229,            0.024715,           0.0050116,           0.0036022,             0.99132,                   1,               0.995,             0.77298,            0.017776,           0.0023911,           0.0033472,           0.0054856,           0.0054856,           0.0054856
                 230,            0.023043,           0.0040298,           0.0036202,             0.99089,                   1,               0.995,             0.77232,              0.0172,           0.0024074,           0.0033435,           0.0054658,           0.0054658,           0.0054658
                 231,            0.019726,           0.0051978,            0.003579,             0.99032,                   1,               0.995,             0.85308,            0.018991,           0.0024352,           0.0033138,            0.005446,            0.005446,            0.005446
                 232,            0.024538,           0.0043236,           0.0033459,              0.9908,                   1,               0.995,               0.727,            0.017907,           0.0024122,           0.0033116,           0.0054262,           0.0054262,           0.0054262
                 233,            0.019897,           0.0044928,            0.003531,              0.9926,                   1,               0.995,             0.72429,            0.019527,           0.0024434,           0.0032897,           0.0054064,           0.0054064,           0.0054064
                 234,            0.025218,           0.0049128,           0.0032854,             0.99298,                   1,               0.995,             0.77634,            0.017307,           0.0023712,           0.0032467,           0.0053866,           0.0053866,           0.0053866
                 235,            0.020659,           0.0046121,           0.0033221,             0.99373,                   1,               0.995,             0.77817,            0.017854,            0.002455,           0.0032135,           0.0053668,           0.0053668,           0.0053668
                 236,            0.022628,           0.0044997,           0.0032589,             0.99362,                   1,               0.995,             0.83473,            0.017261,           0.0023684,           0.0031668,            0.005347,            0.005347,            0.005347
                 237,            0.023983,           0.0048427,           0.0033303,             0.99162,                   1,               0.995,             0.68464,            0.020483,           0.0024861,           0.0031437,           0.0053272,           0.0053272,           0.0053272
                 238,            0.023304,           0.0057547,            0.003154,             0.99016,                   1,               0.995,             0.79815,            0.015956,           0.0023529,           0.0031116,           0.0053074,           0.0053074,           0.0053074
                 239,            0.022018,             0.00462,           0.0031704,             0.99171,                   1,               0.995,             0.83594,            0.017648,           0.0024201,           0.0030906,           0.0052876,           0.0052876,           0.0052876
                 240,            0.021356,           0.0041442,           0.0056516,             0.99036,                   1,               0.995,             0.84058,            0.013881,           0.0023013,           0.0030505,           0.0052678,           0.0052678,           0.0052678
                 241,            0.017588,           0.0046084,           0.0031121,             0.99067,                   1,               0.995,             0.72309,            0.023954,            0.002541,           0.0029894,            0.005248,            0.005248,            0.005248
                 242,            0.027692,           0.0055439,           0.0034418,             0.99035,                   1,               0.995,             0.88424,            0.013423,           0.0022803,           0.0029708,           0.0052282,           0.0052282,           0.0052282
                 243,            0.019768,           0.0046119,           0.0030688,             0.99028,                   1,               0.995,             0.71076,            0.021277,           0.0025058,           0.0029263,           0.0052084,           0.0052084,           0.0052084
                 244,            0.023451,           0.0053397,           0.0031203,             0.99099,                   1,               0.995,              0.7719,            0.016954,           0.0023623,            0.002901,           0.0051886,           0.0051886,           0.0051886
                 245,            0.019867,           0.0044907,            0.003152,             0.99189,                   1,               0.995,             0.78959,            0.016273,            0.002325,           0.0028673,           0.0051688,           0.0051688,           0.0051688
                 246,            0.022701,           0.0042844,           0.0032279,             0.99153,                   1,               0.995,             0.76648,            0.017825,            0.002397,           0.0028517,            0.005149,            0.005149,            0.005149
                 247,            0.021987,           0.0049229,           0.0029132,               0.992,                   1,               0.995,             0.82687,            0.017882,           0.0023067,           0.0028603,           0.0051292,           0.0051292,           0.0051292
                 248,            0.021303,           0.0041307,           0.0030219,             0.99189,                   1,               0.995,             0.74336,            0.019007,           0.0023608,           0.0028449,           0.0051094,           0.0051094,           0.0051094
                 249,            0.022043,           0.0050574,           0.0030404,             0.94288,                   1,               0.995,              0.7898,            0.017155,           0.0023138,           0.0028603,           0.0050896,           0.0050896,           0.0050896
                 250,            0.022599,           0.0043223,           0.0033894,             0.99079,                   1,               0.995,             0.77348,            0.016834,           0.0023333,           0.0028613,           0.0050698,           0.0050698,           0.0050698
                 251,            0.020402,           0.0051106,           0.0031057,             0.98987,                   1,               0.995,             0.77917,            0.020498,           0.0023444,           0.0028469,             0.00505,             0.00505,             0.00505
                 252,            0.023459,           0.0051957,           0.0029617,             0.98969,                   1,               0.995,             0.78729,            0.016923,           0.0023704,           0.0028438,           0.0050302,           0.0050302,           0.0050302
                 253,             0.02245,           0.0044637,           0.0029947,             0.99051,                   1,               0.995,             0.82968,            0.016721,            0.002354,           0.0028666,           0.0050104,           0.0050104,           0.0050104
                 254,            0.021161,           0.0049505,           0.0032646,             0.99106,                   1,               0.995,             0.80066,            0.018046,           0.0024327,           0.0028598,           0.0049906,           0.0049906,           0.0049906
                 255,            0.021393,           0.0044086,           0.0030276,             0.99133,                   1,               0.995,             0.77827,            0.018659,             0.00246,           0.0028751,           0.0049708,           0.0049708,           0.0049708
                 256,            0.021452,           0.0047226,           0.0031287,             0.99273,                   1,               0.995,             0.82714,            0.015265,           0.0024101,           0.0028867,            0.004951,            0.004951,            0.004951
                 257,            0.020086,           0.0051391,            0.003294,             0.99379,                   1,               0.995,             0.85614,            0.016961,           0.0023707,           0.0028837,           0.0049312,           0.0049312,           0.0049312
                 258,            0.019516,           0.0035796,           0.0029365,             0.99362,                   1,               0.995,             0.82982,            0.015716,           0.0023467,           0.0028706,           0.0049114,           0.0049114,           0.0049114
                 259,            0.020589,           0.0045149,           0.0028787,             0.99343,                   1,               0.995,              0.8069,            0.018261,           0.0024382,           0.0028973,           0.0048916,           0.0048916,           0.0048916
                 260,            0.020729,           0.0053499,           0.0029637,             0.99337,                   1,               0.995,             0.84657,            0.014586,           0.0023703,           0.0028943,           0.0048718,           0.0048718,           0.0048718
                 261,             0.01926,           0.0050164,            0.002958,             0.99362,                   1,               0.995,             0.80475,            0.016564,           0.0024313,           0.0028789,            0.004852,            0.004852,            0.004852
                 262,            0.020418,           0.0055773,           0.0029533,             0.99299,                   1,               0.995,             0.81784,            0.016756,           0.0023607,           0.0028632,           0.0048322,           0.0048322,           0.0048322
                 263,            0.021877,           0.0046609,           0.0029991,             0.99309,                   1,               0.995,             0.83563,            0.015007,           0.0023176,           0.0028693,           0.0048124,           0.0048124,           0.0048124
                 264,            0.020287,           0.0041309,           0.0029675,               0.993,                   1,               0.995,             0.77925,            0.016913,           0.0023555,           0.0028434,           0.0047926,           0.0047926,           0.0047926
                 265,             0.01923,           0.0042467,           0.0032918,             0.99361,                   1,               0.995,             0.83899,            0.016062,           0.0023633,           0.0028534,           0.0047728,           0.0047728,           0.0047728
                 266,            0.021643,           0.0046575,           0.0033087,             0.99326,                   1,               0.995,             0.81165,            0.015468,           0.0023614,           0.0028443,            0.004753,            0.004753,            0.004753
                 267,            0.020553,           0.0050619,           0.0031381,             0.99302,                   1,               0.995,             0.81171,            0.017194,           0.0024027,           0.0028476,           0.0047332,           0.0047332,           0.0047332
                 268,            0.022675,           0.0049821,           0.0030927,             0.99265,                   1,               0.995,             0.78902,            0.017873,           0.0024254,           0.0028499,           0.0047134,           0.0047134,           0.0047134
                 269,            0.022521,           0.0051208,           0.0032787,             0.99321,                   1,               0.995,              0.7789,            0.016292,           0.0024288,           0.0028671,           0.0046936,           0.0046936,           0.0046936
                 270,            0.021062,           0.0050845,           0.0030442,             0.99327,                   1,               0.995,              0.8556,            0.014663,           0.0023776,           0.0028752,           0.0046738,           0.0046738,           0.0046738
                 271,            0.019687,           0.0037463,           0.0032768,             0.98861,                   1,               0.995,             0.76004,             0.02049,           0.0024914,           0.0028665,            0.004654,            0.004654,            0.004654
                 272,            0.021287,           0.0050171,           0.0030664,             0.99307,                   1,               0.995,             0.84014,            0.015191,           0.0023529,           0.0028728,           0.0046342,           0.0046342,           0.0046342
                 273,             0.01938,           0.0040356,           0.0029849,             0.99309,                   1,               0.995,             0.77167,            0.017879,           0.0024833,             0.00287,           0.0046144,           0.0046144,           0.0046144
                 274,            0.020997,           0.0048568,            0.003059,              0.9935,                   1,               0.995,             0.87445,            0.012045,           0.0022947,           0.0028691,           0.0045946,           0.0045946,           0.0045946
                 275,            0.020005,           0.0050386,           0.0029982,             0.99424,                   1,               0.995,             0.77014,            0.018945,           0.0024515,           0.0028547,           0.0045748,           0.0045748,           0.0045748
                 276,            0.021153,           0.0045118,           0.0029858,              0.9945,                   1,               0.995,             0.90845,            0.013032,            0.002284,           0.0028528,            0.004555,            0.004555,            0.004555
                 277,            0.018755,           0.0045353,            0.002901,             0.99464,                   1,               0.995,             0.77044,            0.017891,              0.0025,           0.0028317,           0.0045352,           0.0045352,           0.0045352
                 278,            0.022485,           0.0044291,           0.0028667,             0.99454,                   1,               0.995,             0.86836,             0.01294,           0.0023087,           0.0028213,           0.0045154,           0.0045154,           0.0045154
                 279,            0.018125,            0.004703,            0.002889,             0.99427,                   1,               0.995,             0.75505,            0.019238,           0.0025068,           0.0027951,           0.0044956,           0.0044956,           0.0044956
                 280,            0.021955,           0.0046959,           0.0032982,             0.99424,                   1,               0.995,             0.87843,            0.012689,           0.0023247,           0.0028026,           0.0044758,           0.0044758,           0.0044758
                 281,            0.018187,           0.0048531,           0.0031691,             0.99404,                   1,               0.995,              0.8239,            0.017275,            0.002414,           0.0027706,            0.004456,            0.004456,            0.004456
                 282,            0.021191,           0.0051558,           0.0028176,             0.99382,                   1,               0.995,             0.85247,            0.014077,           0.0023094,           0.0027556,           0.0044362,           0.0044362,           0.0044362
                 283,            0.018457,           0.0047916,           0.0028682,             0.99397,                   1,               0.995,             0.83811,            0.016438,           0.0023322,           0.0027387,           0.0044164,           0.0044164,           0.0044164
                 284,             0.02004,           0.0045821,            0.003026,             0.99431,                   1,               0.995,             0.83487,            0.012894,            0.002275,           0.0027337,           0.0043966,           0.0043966,           0.0043966
                 285,            0.019946,           0.0045307,           0.0027415,             0.99464,                   1,               0.995,              0.7951,            0.018176,           0.0023529,           0.0027363,           0.0043768,           0.0043768,           0.0043768
                 286,            0.018425,           0.0048444,           0.0027394,             0.99484,                   1,               0.995,             0.83048,            0.014283,           0.0023107,           0.0027342,            0.004357,            0.004357,            0.004357
                 287,            0.018733,           0.0043344,           0.0028773,             0.99434,                   1,               0.995,             0.77173,            0.019157,           0.0024103,           0.0027154,           0.0043372,           0.0043372,           0.0043372
                 288,            0.022344,           0.0046943,             0.00283,             0.92769,                   1,             0.99183,             0.86095,            0.015341,           0.0022997,           0.0027216,           0.0043174,           0.0043174,           0.0043174
                 289,            0.018393,           0.0044474,           0.0029043,             0.99301,                   1,               0.995,             0.78653,            0.017993,           0.0023825,           0.0027103,           0.0042976,           0.0042976,           0.0042976
                 290,            0.021718,           0.0050963,           0.0027171,             0.99199,                   1,               0.995,              0.8607,            0.013959,           0.0022833,           0.0027112,           0.0042778,           0.0042778,           0.0042778
                 291,            0.018606,           0.0040618,           0.0028882,             0.99286,                   1,               0.995,             0.83729,            0.016834,           0.0023172,           0.0026863,            0.004258,            0.004258,            0.004258
                 292,            0.017247,           0.0046233,           0.0026386,             0.99252,                   1,               0.995,             0.81946,            0.016032,           0.0022854,           0.0026848,           0.0042382,           0.0042382,           0.0042382
                 293,            0.018947,           0.0044582,           0.0025932,             0.99161,                   1,               0.995,             0.85906,            0.014777,           0.0022625,            0.002656,           0.0042184,           0.0042184,           0.0042184
                 294,            0.016768,           0.0037583,           0.0026336,             0.99291,                   1,               0.995,             0.81344,            0.015174,           0.0022503,           0.0026549,           0.0041986,           0.0041986,           0.0041986
                 295,            0.019241,           0.0046614,           0.0026879,             0.99389,                   1,               0.995,             0.89141,            0.014479,           0.0022652,           0.0026335,           0.0041788,           0.0041788,           0.0041788
                 296,             0.01815,           0.0045043,           0.0026807,             0.99422,                   1,               0.995,             0.83433,             0.01407,           0.0022479,           0.0026156,            0.004159,            0.004159,            0.004159
                 297,            0.018686,           0.0046279,           0.0025759,             0.99323,                   1,               0.995,             0.83786,            0.014199,           0.0022396,           0.0026001,           0.0041392,           0.0041392,           0.0041392
                 298,            0.018054,           0.0042356,           0.0027589,             0.99288,                   1,               0.995,             0.85227,            0.014533,           0.0022353,           0.0026017,           0.0041194,           0.0041194,           0.0041194
                 299,            0.017988,           0.0046408,           0.0026919,             0.99288,                   1,               0.995,             0.81667,            0.013947,           0.0022177,           0.0025914,           0.0040996,           0.0040996,           0.0040996
                 300,            0.019583,           0.0045225,            0.002673,             0.99305,                   1,               0.995,             0.88477,            0.013015,           0.0021614,           0.0025857,           0.0040798,           0.0040798,           0.0040798
                 301,            0.017241,           0.0042709,           0.0027388,             0.99383,                   1,               0.995,             0.80551,             0.01378,           0.0022035,           0.0026019,             0.00406,             0.00406,             0.00406
                 302,            0.019342,           0.0042862,           0.0029315,             0.99406,                   1,               0.995,             0.88138,            0.013665,            0.002178,           0.0026041,           0.0040402,           0.0040402,           0.0040402
                 303,            0.017695,           0.0039205,           0.0028469,             0.99467,                   1,               0.995,             0.81856,             0.01379,           0.0021716,           0.0026088,           0.0040204,           0.0040204,           0.0040204
                 304,            0.017936,           0.0042822,           0.0029067,             0.99455,                   1,               0.995,             0.85604,            0.013434,           0.0021312,           0.0025902,           0.0040006,           0.0040006,           0.0040006
                 305,            0.017384,           0.0035145,           0.0029618,              0.9945,                   1,               0.995,              0.8502,             0.01415,           0.0021155,           0.0025919,           0.0039808,           0.0039808,           0.0039808
                 306,            0.018548,           0.0040293,           0.0025692,             0.99461,                   1,               0.995,             0.84064,            0.013841,           0.0021597,           0.0025931,            0.003961,            0.003961,            0.003961
                 307,            0.016593,           0.0045717,           0.0026709,             0.99475,                   1,               0.995,             0.85602,            0.014193,           0.0021278,           0.0025915,           0.0039412,           0.0039412,           0.0039412
                 308,            0.017694,           0.0039947,            0.002697,             0.99502,                   1,               0.995,             0.78452,            0.015929,           0.0021924,           0.0025843,           0.0039214,           0.0039214,           0.0039214
                 309,            0.018581,           0.0043864,           0.0028833,             0.99495,                   1,               0.995,             0.82618,            0.014416,           0.0021651,           0.0025922,           0.0039016,           0.0039016,           0.0039016
                 310,            0.018514,           0.0042452,           0.0027025,             0.99454,                   1,               0.995,             0.84143,            0.015505,           0.0021412,           0.0025726,           0.0038818,           0.0038818,           0.0038818
                 311,             0.01793,           0.0041802,           0.0026645,              0.9942,                   1,               0.995,             0.88577,             0.01315,           0.0021807,           0.0025704,            0.003862,            0.003862,            0.003862
